Topic,QuestionCategory,LocationDesc,Education,Income,Gender,% Adults W. Obesity,% Adults Exercise Weekly,% Adults Do not exercise,% Adults Eat Vegetable or Fruit Daily
Fruits and Vegetables - Behavior,Education,Massachusetts,College graduate,,,,,,19.13333333
Fruits and Vegetables - Behavior,Education,Massachusetts,High school graduate,,,,,,31.63333333
Fruits and Vegetables - Behavior,Education,Massachusetts,Less than high school,,,,,,37.7
Fruits and Vegetables - Behavior,Education,Massachusetts,Some college or technical school,,,,,,26.25
Fruits and Vegetables - Behavior,Age (years),Massachusetts,,,,,,,26.53611111
Fruits and Vegetables - Behavior,Gender,Massachusetts,,,Female,,,,22.76666667
Fruits and Vegetables - Behavior,Gender,Massachusetts,,,Male,,,,30.05
Fruits and Vegetables - Behavior,Income,Massachusetts,,"$15,000 - $24,999",,,,,31.3
Fruits and Vegetables - Behavior,Income,Massachusetts,,"$25,000 - $34,999",,,,,28.21666667
Fruits and Vegetables - Behavior,Income,Massachusetts,,"$35,000 - $49,999",,,,,28.85
Fruits and Vegetables - Behavior,Income,Massachusetts,,"$50,000 - $74,999",,,,,24.43333333
Fruits and Vegetables - Behavior,Income,Massachusetts,,"$75,000 or greater",,,,,20.85
Fruits and Vegetables - Behavior,Income,Massachusetts,,"Less than $15,000",,,,,35.96666667
Fruits and Vegetables - Behavior,Race/Ethnicity,Massachusetts,,,,,,,28.42894737
Fruits and Vegetables - Behavior,Total,Massachusetts,,,,,,,26.25
Fruits and Vegetables - Behavior,Education,Michigan,College graduate,,,,,,22.56666667
Fruits and Vegetables - Behavior,Education,Michigan,High school graduate,,,,,,35.81666667
Fruits and Vegetables - Behavior,Education,Michigan,Less than high school,,,,,,42.46666667
Fruits and Vegetables - Behavior,Education,Michigan,Some college or technical school,,,,,,29.65
Fruits and Vegetables - Behavior,Age (years),Michigan,,,,,,,31.76388889
Fruits and Vegetables - Behavior,Gender,Michigan,,,Female,,,,26.9
Fruits and Vegetables - Behavior,Gender,Michigan,,,Male,,,,35.81666667
Fruits and Vegetables - Behavior,Income,Michigan,,"$15,000 - $24,999",,,,,35.3
Fruits and Vegetables - Behavior,Income,Michigan,,"$25,000 - $34,999",,,,,35.11666667
Fruits and Vegetables - Behavior,Income,Michigan,,"$35,000 - $49,999",,,,,28.71666667
Fruits and Vegetables - Behavior,Income,Michigan,,"$50,000 - $74,999",,,,,28.45
Fruits and Vegetables - Behavior,Income,Michigan,,"$75,000 or greater",,,,,24.81666667
Fruits and Vegetables - Behavior,Income,Michigan,,"Less than $15,000",,,,,40.33333333
Fruits and Vegetables - Behavior,Race/Ethnicity,Michigan,,,,,,,33.5128655
Fruits and Vegetables - Behavior,Total,Michigan,,,,,,,31.23333333
Fruits and Vegetables - Behavior,Education,Minnesota,College graduate,,,,,,21.71666667
Fruits and Vegetables - Behavior,Education,Minnesota,High school graduate,,,,,,36.73333333
Fruits and Vegetables - Behavior,Education,Minnesota,Less than high school,,,,,,37.98333333
Fruits and Vegetables - Behavior,Education,Minnesota,Some college or technical school,,,,,,30.68333333
Fruits and Vegetables - Behavior,Age (years),Minnesota,,,,,,,30.55277778
Fruits and Vegetables - Behavior,Gender,Minnesota,,,Female,,,,25.2
Fruits and Vegetables - Behavior,Gender,Minnesota,,,Male,,,,35.35
Fruits and Vegetables - Behavior,Income,Minnesota,,"$15,000 - $24,999",,,,,36.1
Fruits and Vegetables - Behavior,Income,Minnesota,,"$25,000 - $34,999",,,,,33.08333333
Fruits and Vegetables - Behavior,Income,Minnesota,,"$35,000 - $49,999",,,,,31.88333333
Fruits and Vegetables - Behavior,Income,Minnesota,,"$50,000 - $74,999",,,,,29.25
Fruits and Vegetables - Behavior,Income,Minnesota,,"$75,000 or greater",,,,,24.48333333
Fruits and Vegetables - Behavior,Income,Minnesota,,"Less than $15,000",,,,,38.4
Fruits and Vegetables - Behavior,Race/Ethnicity,Minnesota,,,,,,,33.65
Fruits and Vegetables - Behavior,Total,Minnesota,,,,,,,30.18333333
Fruits and Vegetables - Behavior,Education,Mississippi,College graduate,,,,,,31.81666667
Fruits and Vegetables - Behavior,Education,Mississippi,High school graduate,,,,,,43.31666667
Fruits and Vegetables - Behavior,Education,Mississippi,Less than high school,,,,,,51.63333333
Fruits and Vegetables - Behavior,Education,Mississippi,Some college or technical school,,,,,,37.96666667
Fruits and Vegetables - Behavior,Age (years),Mississippi,,,,,,,41.275
Fruits and Vegetables - Behavior,Gender,Mississippi,,,Female,,,,38.03333333
Fruits and Vegetables - Behavior,Gender,Mississippi,,,Male,,,,44.28333333
Fruits and Vegetables - Behavior,Income,Mississippi,,"$15,000 - $24,999",,,,,44.93333333
Fruits and Vegetables - Behavior,Income,Mississippi,,"$25,000 - $34,999",,,,,42.33333333
Fruits and Vegetables - Behavior,Income,Mississippi,,"$35,000 - $49,999",,,,,36.26666667
Fruits and Vegetables - Behavior,Income,Mississippi,,"$50,000 - $74,999",,,,,34.73333333
Fruits and Vegetables - Behavior,Income,Mississippi,,"$75,000 or greater",,,,,32.13333333
Fruits and Vegetables - Behavior,Income,Mississippi,,"Less than $15,000",,,,,49.3
Fruits and Vegetables - Behavior,Race/Ethnicity,Mississippi,,,,,,,39.9625
Fruits and Vegetables - Behavior,Total,Mississippi,,,,,,,41
Fruits and Vegetables - Behavior,Education,Missouri,College graduate,,,,,,24.9
Fruits and Vegetables - Behavior,Education,Missouri,High school graduate,,,,,,38.53333333
Fruits and Vegetables - Behavior,Education,Missouri,Less than high school,,,,,,43.68333333
Fruits and Vegetables - Behavior,Education,Missouri,Some college or technical school,,,,,,32.58333333
Fruits and Vegetables - Behavior,Age (years),Missouri,,,,,,,34.38055556
Fruits and Vegetables - Behavior,Gender,Missouri,,,Female,,,,29.46666667
Fruits and Vegetables - Behavior,Gender,Missouri,,,Male,,,,38.86666667
Fruits and Vegetables - Behavior,Income,Missouri,,"$15,000 - $24,999",,,,,38.25
Fruits and Vegetables - Behavior,Income,Missouri,,"$25,000 - $34,999",,,,,34.86666667
Fruits and Vegetables - Behavior,Income,Missouri,,"$35,000 - $49,999",,,,,32.2
Fruits and Vegetables - Behavior,Income,Missouri,,"$50,000 - $74,999",,,,,32.16666667
Fruits and Vegetables - Behavior,Income,Missouri,,"$75,000 or greater",,,,,26.63333333
Fruits and Vegetables - Behavior,Income,Missouri,,"Less than $15,000",,,,,46.11666667
Fruits and Vegetables - Behavior,Race/Ethnicity,Missouri,,,,,,,35.86208791
Fruits and Vegetables - Behavior,Total,Missouri,,,,,,,34.03333333
Fruits and Vegetables - Behavior,Education,Montana,College graduate,,,,,,21.28333333
Fruits and Vegetables - Behavior,Education,Montana,High school graduate,,,,,,34.83333333
Fruits and Vegetables - Behavior,Education,Montana,Less than high school,,,,,,39.41666667
Fruits and Vegetables - Behavior,Education,Montana,Some college or technical school,,,,,,29.36666667
Fruits and Vegetables - Behavior,Age (years),Montana,,,,,,,30.22777778
Fruits and Vegetables - Behavior,Gender,Montana,,,Female,,,,25.11666667
Fruits and Vegetables - Behavior,Gender,Montana,,,Male,,,,34.46666667
Fruits and Vegetables - Behavior,Income,Montana,,"$15,000 - $24,999",,,,,33.9
Fruits and Vegetables - Behavior,Income,Montana,,"$25,000 - $34,999",,,,,29.75
Fruits and Vegetables - Behavior,Income,Montana,,"$35,000 - $49,999",,,,,29.6
Fruits and Vegetables - Behavior,Income,Montana,,"$50,000 - $74,999",,,,,26.15
Fruits and Vegetables - Behavior,Income,Montana,,"$75,000 or greater",,,,,23.03333333
Fruits and Vegetables - Behavior,Income,Montana,,"Less than $15,000",,,,,39.16666667
Fruits and Vegetables - Behavior,Race/Ethnicity,Montana,,,,,,,32.34615385
Fruits and Vegetables - Behavior,Total,Montana,,,,,,,29.76666667
Fruits and Vegetables - Behavior,Education,Nebraska,College graduate,,,,,,24.75
Fruits and Vegetables - Behavior,Education,Nebraska,High school graduate,,,,,,37.46666667
Fruits and Vegetables - Behavior,Education,Nebraska,Less than high school,,,,,,37.15
Fruits and Vegetables - Behavior,Education,Nebraska,Some college or technical school,,,,,,33.21666667
Fruits and Vegetables - Behavior,Age (years),Nebraska,,,,,,,32.86388889
Fruits and Vegetables - Behavior,Gender,Nebraska,,,Female,,,,28.03333333
Fruits and Vegetables - Behavior,Gender,Nebraska,,,Male,,,,37.26666667
Fruits and Vegetables - Behavior,Income,Nebraska,,"$15,000 - $24,999",,,,,36.5
Fruits and Vegetables - Behavior,Income,Nebraska,,"$25,000 - $34,999",,,,,34.85
Fruits and Vegetables - Behavior,Income,Nebraska,,"$35,000 - $49,999",,,,,32.81666667
Fruits and Vegetables - Behavior,Income,Nebraska,,"$50,000 - $74,999",,,,,30.21666667
Fruits and Vegetables - Behavior,Income,Nebraska,,"$75,000 or greater",,,,,26.36666667
Fruits and Vegetables - Behavior,Income,Nebraska,,"Less than $15,000",,,,,41.76666667
Fruits and Vegetables - Behavior,Race/Ethnicity,Nebraska,,,,,,,33.94736842
Fruits and Vegetables - Behavior,Total,Nebraska,,,,,,,32.51666667
Fruits and Vegetables - Behavior,Education,Nevada,College graduate,,,,,,21.61666667
Fruits and Vegetables - Behavior,Education,Nevada,High school graduate,,,,,,32.21666667
Fruits and Vegetables - Behavior,Education,Nevada,Less than high school,,,,,,34.25
Fruits and Vegetables - Behavior,Education,Nevada,Some college or technical school,,,,,,28.11666667
Fruits and Vegetables - Behavior,Age (years),Nevada,,,,,,,29.12777778
Fruits and Vegetables - Behavior,Gender,Nevada,,,Female,,,,26.25
Fruits and Vegetables - Behavior,Gender,Nevada,,,Male,,,,31.7
Fruits and Vegetables - Behavior,Income,Nevada,,"$15,000 - $24,999",,,,,31.9
Fruits and Vegetables - Behavior,Income,Nevada,,"$25,000 - $34,999",,,,,29.78333333
Fruits and Vegetables - Behavior,Income,Nevada,,"$35,000 - $49,999",,,,,29.45
Fruits and Vegetables - Behavior,Income,Nevada,,"$50,000 - $74,999",,,,,27.55
Fruits and Vegetables - Behavior,Income,Nevada,,"$75,000 or greater",,,,,23.6
Fruits and Vegetables - Behavior,Income,Nevada,,"Less than $15,000",,,,,34.9
Fruits and Vegetables - Behavior,Race/Ethnicity,Nevada,,,,,,,30.33529412
Fruits and Vegetables - Behavior,Total,Nevada,,,,,,,28.96666667
Fruits and Vegetables - Behavior,Education,New Hampshire,College graduate,,,,,,17.33333333
Fruits and Vegetables - Behavior,Education,New Hampshire,High school graduate,,,,,,29.55
Fruits and Vegetables - Behavior,Education,New Hampshire,Less than high school,,,,,,38.11666667
Fruits and Vegetables - Behavior,Education,New Hampshire,Some college or technical school,,,,,,24.55
Fruits and Vegetables - Behavior,Age (years),New Hampshire,,,,,,,25.17222222
Fruits and Vegetables - Behavior,Gender,New Hampshire,,,Female,,,,20.6
Fruits and Vegetables - Behavior,Gender,New Hampshire,,,Male,,,,29.38333333
Fruits and Vegetables - Behavior,Income,New Hampshire,,"$15,000 - $24,999",,,,,32.28333333
Fruits and Vegetables - Behavior,Income,New Hampshire,,"$25,000 - $34,999",,,,,28.51666667
Fruits and Vegetables - Behavior,Income,New Hampshire,,"$35,000 - $49,999",,,,,25.25
Fruits and Vegetables - Behavior,Income,New Hampshire,,"$50,000 - $74,999",,,,,24.46666667
Fruits and Vegetables - Behavior,Income,New Hampshire,,"$75,000 or greater",,,,,19.35
Fruits and Vegetables - Behavior,Income,New Hampshire,,"Less than $15,000",,,,,35.25
Fruits and Vegetables - Behavior,Race/Ethnicity,New Hampshire,,,,,,,25.95416667
Fruits and Vegetables - Behavior,Total,New Hampshire,,,,,,,24.85
Fruits and Vegetables - Behavior,Education,New Jersey,College graduate,,,,,,22.36666667
Fruits and Vegetables - Behavior,Education,New Jersey,High school graduate,,,,,,32.46666667
Fruits and Vegetables - Behavior,Education,New Jersey,Less than high school,,,,,,35.66666667
Fruits and Vegetables - Behavior,Education,New Jersey,Some college or technical school,,,,,,28.4
Fruits and Vegetables - Behavior,Age (years),New Jersey,,,,,,,28.96388889
Fruits and Vegetables - Behavior,Gender,New Jersey,,,Female,,,,24.5
Fruits and Vegetables - Behavior,Gender,New Jersey,,,Male,,,,32.75
Fruits and Vegetables - Behavior,Income,New Jersey,,"$15,000 - $24,999",,,,,33.73333333
Fruits and Vegetables - Behavior,Income,New Jersey,,"$25,000 - $34,999",,,,,31.53333333
Fruits and Vegetables - Behavior,Income,New Jersey,,"$35,000 - $49,999",,,,,28.41666667
Fruits and Vegetables - Behavior,Income,New Jersey,,"$50,000 - $74,999",,,,,28.25
Fruits and Vegetables - Behavior,Income,New Jersey,,"$75,000 or greater",,,,,24.63333333
Fruits and Vegetables - Behavior,Income,New Jersey,,"Less than $15,000",,,,,36.33333333
Fruits and Vegetables - Behavior,Race/Ethnicity,New Jersey,,,,,,,28.16315789
Fruits and Vegetables - Behavior,Total,New Jersey,,,,,,,28.46666667
Fruits and Vegetables - Behavior,Education,New Mexico,College graduate,,,,,,21.41666667
Fruits and Vegetables - Behavior,Education,New Mexico,High school graduate,,,,,,36.5
Fruits and Vegetables - Behavior,Education,New Mexico,Less than high school,,,,,,35.48333333
Fruits and Vegetables - Behavior,Education,New Mexico,Some college or technical school,,,,,,30.75
Fruits and Vegetables - Behavior,Age (years),New Mexico,,,,,,,31.30555556
Fruits and Vegetables - Behavior,Gender,New Mexico,,,Female,,,,27.38333333
Fruits and Vegetables - Behavior,Gender,New Mexico,,,Male,,,,34.55
Fruits and Vegetables - Behavior,Income,New Mexico,,"$15,000 - $24,999",,,,,34.11666667
Fruits and Vegetables - Behavior,Income,New Mexico,,"$25,000 - $34,999",,,,,31.8
Fruits and Vegetables - Behavior,Income,New Mexico,,"$35,000 - $49,999",,,,,29
Fruits and Vegetables - Behavior,Income,New Mexico,,"$50,000 - $74,999",,,,,26.23333333
Fruits and Vegetables - Behavior,Income,New Mexico,,"$75,000 or greater",,,,,24.41666667
Fruits and Vegetables - Behavior,Income,New Mexico,,"Less than $15,000",,,,,38.25
Fruits and Vegetables - Behavior,Race/Ethnicity,New Mexico,,,,,,,31.47075163
Fruits and Vegetables - Behavior,Total,New Mexico,,,,,,,30.86666667
Fruits and Vegetables - Behavior,Education,New York,College graduate,,,,,,21.85
Fruits and Vegetables - Behavior,Education,New York,High school graduate,,,,,,32.68333333
Fruits and Vegetables - Behavior,Education,New York,Less than high school,,,,,,36.55
Fruits and Vegetables - Behavior,Education,New York,Some college or technical school,,,,,,29.01666667
Fruits and Vegetables - Behavior,Age (years),New York,,,,,,,29.23888889
Fruits and Vegetables - Behavior,Gender,New York,,,Female,,,,24.95
Fruits and Vegetables - Behavior,Gender,New York,,,Male,,,,33.18333333
Fruits and Vegetables - Behavior,Income,New York,,"$15,000 - $24,999",,,,,33.58333333
Fruits and Vegetables - Behavior,Income,New York,,"$25,000 - $34,999",,,,,28.48333333
Fruits and Vegetables - Behavior,Income,New York,,"$35,000 - $49,999",,,,,28.03333333
Fruits and Vegetables - Behavior,Income,New York,,"$50,000 - $74,999",,,,,26.53333333
Fruits and Vegetables - Behavior,Income,New York,,"$75,000 or greater",,,,,23.68333333
Fruits and Vegetables - Behavior,Income,New York,,"Less than $15,000",,,,,37.38333333
Fruits and Vegetables - Behavior,Race/Ethnicity,New York,,,,,,,31.69411765
Fruits and Vegetables - Behavior,Total,New York,,,,,,,28.86666667
Fruits and Vegetables - Behavior,Education,North Carolina,College graduate,,,,,,23.15
Fruits and Vegetables - Behavior,Education,North Carolina,High school graduate,,,,,,37.55
Fruits and Vegetables - Behavior,Education,North Carolina,Less than high school,,,,,,39.61666667
Fruits and Vegetables - Behavior,Education,North Carolina,Some college or technical school,,,,,,30.73333333
Fruits and Vegetables - Behavior,Age (years),North Carolina,,,,,,,32.27777778
Fruits and Vegetables - Behavior,Gender,North Carolina,,,Female,,,,28.4
Fruits and Vegetables - Behavior,Gender,North Carolina,,,Male,,,,36.03333333
Fruits and Vegetables - Behavior,Income,North Carolina,,"$15,000 - $24,999",,,,,34.53333333
Fruits and Vegetables - Behavior,Income,North Carolina,,"$25,000 - $34,999",,,,,33.46666667
Fruits and Vegetables - Behavior,Income,North Carolina,,"$35,000 - $49,999",,,,,32.51666667
Fruits and Vegetables - Behavior,Income,North Carolina,,"$50,000 - $74,999",,,,,28.93333333
Fruits and Vegetables - Behavior,Income,North Carolina,,"$75,000 or greater",,,,,24.65
Fruits and Vegetables - Behavior,Income,North Carolina,,"Less than $15,000",,,,,41.06666667
Fruits and Vegetables - Behavior,Race/Ethnicity,North Carolina,,,,,,,31.97105263
Fruits and Vegetables - Behavior,Total,North Carolina,,,,,,,32.05
Fruits and Vegetables - Behavior,Education,North Dakota,College graduate,,,,,,27.01666667
Fruits and Vegetables - Behavior,Education,North Dakota,High school graduate,,,,,,36.9
Fruits and Vegetables - Behavior,Education,North Dakota,Less than high school,,,,,,42.26666667
Fruits and Vegetables - Behavior,Education,North Dakota,Some college or technical school,,,,,,33.73333333
Fruits and Vegetables - Behavior,Age (years),North Dakota,,,,,,,33.87222222
Fruits and Vegetables - Behavior,Gender,North Dakota,,,Female,,,,27.71666667
Fruits and Vegetables - Behavior,Gender,North Dakota,,,Male,,,,39.55
Fruits and Vegetables - Behavior,Income,North Dakota,,"$15,000 - $24,999",,,,,38.68333333
Fruits and Vegetables - Behavior,Income,North Dakota,,"$25,000 - $34,999",,,,,34.86666667
Fruits and Vegetables - Behavior,Income,North Dakota,,"$35,000 - $49,999",,,,,33.9
Fruits and Vegetables - Behavior,Income,North Dakota,,"$50,000 - $74,999",,,,,31.05
Fruits and Vegetables - Behavior,Income,North Dakota,,"$75,000 or greater",,,,,29.65
Fruits and Vegetables - Behavior,Income,North Dakota,,"Less than $15,000",,,,,40.2
Fruits and Vegetables - Behavior,Race/Ethnicity,North Dakota,,,,,,,36.24444444
Fruits and Vegetables - Behavior,Total,North Dakota,,,,,,,33.65
Fruits and Vegetables - Behavior,Education,Ohio,College graduate,,,,,,23.75
Fruits and Vegetables - Behavior,Education,Ohio,High school graduate,,,,,,38.43333333
Fruits and Vegetables - Behavior,Education,Ohio,Less than high school,,,,,,44.36666667
Fruits and Vegetables - Behavior,Education,Ohio,Some college or technical school,,,,,,31.76666667
Fruits and Vegetables - Behavior,Age (years),Ohio,,,,,,,34.13055556
Fruits and Vegetables - Behavior,Gender,Ohio,,,Female,,,,29.55
